1,1295644680000,38,28,2,0
3,1379711700000,26,12,0,1
5,1426279146000,36,6,1,2
1,1290194340000,42,2,1,1
6,1443814644000,28,38,0,1
3,1359146760000,30,42,1,1
3,1379104200000,42,12,0,1
3,1374266940000,42,23,3,0
4,1392406015000,42,2,2,1
2,1344021720000,28,10,5,1
3,1359142080000,43,34,1,5
2,1340471340000,2,35,1,1
4,1404503073000,42,2,0,1
4,1389995169000,21,14,2,1
4,1392422171000,42,2,3,0
1,1305473340000,41,1,1,2
4,1399059395000,38,17,1,0
1,1302352980000,43,15,0,1
6,1446837444000,19,17,1,2
1,1286728260000,42,2,0,1
1,1301089140000,31,2,1,3
2,1340995080000,19,15,1,0
2,1333824960000,1,26,0,1
1,1298673000000,42,2,1,2
3,1371837600000,38,7,3,1
2,1324669500000,26,36,3,0
2,1334950080000,21,14,2,1
1,1302287220000,42,2,0,1
1,1290194220000,42,2,1,0
3,1376076300000,42,2,0,2
4,1385753495000,42,2,1,1
1,1312573680000,42,2,0,0
1,1295040840000,39,3,2,0
2,1335810840000,12,28,0,1
5,1437759446000,36,2,0,1
1,1308945060000,10,25,1,1
3,1367004060000,26,14,5,1
3,1359144840000,43,34,0,1
1,1305474720000,41,1,4,3
3,1366401660000,2,39,3,0
2,1332526500000,41,43,1,1
2,1336760940000,42,2,1,1
2,1316805300000,42,2,1,1
1,1303499880000,38,17,2,0
1,1311967260000,42,2,1,1
5,1423859173000,42,2,1,1
1,1286728440000,42,2,2,5
1,1293825420000,42,2,3,2
1,1302960600000,40,2,0,2
4,1399068259000,37,42,1,3
1,1296246180000,26,36,2,2
1,1289575440000,28,12,0,1
1,1304706180000,41,17,1,2
2,1335788460000,30,37,0,0
1,1302295020000,42,2,1,5
4,1410025453000,15,28,1,1
1,1301678700000,41,1,0,0
4,1390600981000,41,1,2,1
1,1416149773000,19,16,2,2
3,1362163200000,42,23,1,2
5,1440793915000,26,33,3,1
1,1304105220000,17,19,3,0
1,1301092740000,15,23,1,1
5,1426276059000,26,11,1,0
1,1294520940000,42,2,1,0
5,1416607947000,42,23,2,0
3,1348855800000,42,2,4,2
2,1345232400000,2,39,3,0
2,1335802800000,42,23,2,2
4,1409421707000,26,17,0,2
3,1376080020000,42,2,1,0
5,1423252133000,19,42,1,4
1,1287161400000,42,2,1,1
5,1414781659000,26,17,1,2
4,1408732738000,42,23,2,0
2,1340476260000,28,10,1,3
3,1360959780000,42,5,0,4
4,1389987745000,34,7,2,0
1,1299406860000,41,1,0,0
5,1423257890000,26,36,0,2
2,1317408300000,41,43,0,0
3,1376073240000,2,42,2,1
1,1302285420000,42,2,1,2
4,1382732047000,42,2,0,0
3,1367258460000,12,27,1,1
4,1387575418000,42,2,2,4
2,1327690800000,40,15,1,2
3,1358697120000,42,2,2,1
4,1430159910000,41,30,4,3
5,1442602748000,26,33,3,0
2,1330717500000,41,17,2,2
4,1382730931000,42,2,0,2
3,1360956900000,6,33,2,3
5,1436553297000,42,19,2,1
1,1299409440000,41,1,1,1
1,1287161700000,42,2,1,0
5,1420238783000,42,2,2,2
3,1364595900000,12,27,1,2
4,1393020098000,42,2,2,1
3,1375557420000,23,16,1,2
4,1391208615000,17,24,4,0
5,1414174199000,42,2,1,1
4,1399056749000,43,15,1,1
6,1449866358000,42,8,1,0
1,1310837880000,26,31,1,0
1,1307299440000,42,2,0,3
1,1307304180000,42,2,2,2
1,1311965280000,42,2,1,2
1,1292010960000,42,2,1,1
4,1388774993000,42,2,1,0
4,1392414798000,42,2,1,2
3,1366402680000,23,16,1,2
1,1304709120000,42,8,0,2
3,1370640180000,2,39,1,0
3,1375558440000,12,27,2,2
1,1296333960000,41,17,1,1
3,1371837540000,41,1,2,1
1,1311441000000,17,26,1,3
3,1372527840000,42,2,0,1
5,1415386986000,23,10,3,1
3,1359748320000,26,14,3,1
3,1367011260000,41,37,2,1
5,1423254530000,36,26,0,1
4,1390594816000,41,1,0,2
1,1288984080000,42,2,2,4
3,1370638020000,12,27,2,2
2,1341606600000,19,42,2,0
3,1371847620000,38,7,1,3
2,1316194200000,42,2,1,0
1,1295044200000,12,26,1,3
2,1343417100000,16,20,3,2
3,1372520700000,42,2,0,0
3,1362264360000,42,2,1,0
4,1389996126000,6,33,2,0
3,1377282540000,2,42,2,1
5,1417813237000,42,2,2,2
1,1304188740000,26,12,1,2
5,1415392961000,38,4,2,3
2,1321648200000,42,2,1,2
1,1292010360000,42,2,1,3
2,1344635100000,30,37,0,1
1,1293822540000,42,2,0,1
1,1294432740000,42,12,0,0
2,1317402900000,40,2,1,1
2,1327693500000,26,40,5,0
1,1311352860000,26,36,1,1
4,1394223308000,42,2,1,3
1,1307200080000,42,2,2,1
4,1400874360000,23,35,1,1
3,1372529760000,15,28,0,1
2,1333738380000,26,14,3,1
3,1359152220000,41,30,1,3
5,1442606192000,34,25,2,0
1,1298672160000,42,2,1,1
2,1332536400000,42,2,1,5
4,1393621909000,42,2,1,0
1,1302960540000,38,2,0,4
1,1295638680000,42,23,2,1
6,1446232872000,41,1,1,1
3,1358698980000,42,2,2,1
2,1336249320000,42,2,1,0
3,1371932340000,26,36,1,0
1,1302349080000,1,42,3,2
2,1335812640000,28,38,4,2
1,1294436040000,26,40,0,1
3,1367001300000,23,16,2,2
3,1356725520000,15,25,1,2
1,1314996000000,42,2,0,1
1,1286115780000,42,2,0,0
6,1448054732000,34,17,1,0
2,1323454500000,42,2,1,2
2,1344021840000,34,7,0,1
6,1457730306000,34,40,2,1
5,1431113172000,17,34,1,3
1,1306582020000,41,17,8,1
5,1418415737000,42,2,1,1
1,1290194820000,42,2,1,2
1,1305485100000,42,2,2,1
1,1291405380000,42,2,0,1
1,1429904914000,23,16,2,1
6,1449863331000,8,42,1,3
1,1298674800000,42,2,1,1
5,1428088358000,28,13,3,1
1,1304709060000,15,43,0,1
6,1449865476000,17,34,0,1
2,1345222800000,15,23,1,0
6,1446836712000,42,19,1,0
4,1388792168000,41,37,2,0
4,1392406923000,42,2,1,2
1,1311963600000,42,2,0,5
1,1294435860000,26,12,3,1
6,1446238863000,12,42,0,2
4,1409412756000,26,17,2,0
1,1301133840000,26,12,2,0
3,1360963080000,23,16,0,3
4,1394216508000,41,1,2,1
4,1396041691000,42,2,1,2
5,1428093352000,12,27,0,0
1,1307729700000,42,2,2,0
1,1295639640000,26,40,4,0
3,1376762340000,28,15,1,0
1,1314996900000,42,2,2,5
1,1286728500000,42,2,0,2
4,1388784342000,23,16,1,2
2,1335786600000,42,18,3,2
3,1361561760000,42,2,1,1
6,1443211925000,23,42,0,1
2,1317405600000,15,40,3,0
4,1391806396000,26,11,4,0
2,1335808920000,12,42,1,1
2,1345833840000,34,7,1,1
3,1359147780000,43,34,1,1
4,1387567783000,42,2,0,1
5,1413573877000,42,5,2,3
2,1318613400000,42,2,0,1
1,1306581900000,1,42,0,0
3,1360955820000,42,31,3,0
2,1340463540000,17,21,1,2
4,1388781362000,15,25,1,0
6,1447444566000,26,36,1,3
4,1395519151000,28,15,0,2
3,1374262800000,28,38,3,0
1,1305917340000,41,1,0,2
1,1311365940000,42,2,3,0
4,1383938906000,42,2,1,1
2,1346438880000,15,36,2,3
2,1338063120000,42,2,3,2
5,1414783912000,2,42,3,1
3,1356731820000,28,13,3,4
5,1432317621000,42,2,1,0
1,1296252480000,42,2,0,0
5,1431115622000,36,15,0,1
1,1288984440000,42,2,2,0
1,1314385920000,34,2,1,1
4,1393016708000,42,2,1,2
1,1294437840000,15,40,2,2
4,1389989843000,28,10,0,1
1,1305918180000,41,1,3,2
5,1423860720000,42,2,2,0
3,1364595540000,17,24,3,1
1,1313178300000,42,23,2,0
6,1446849770000,34,28,0,1
1,1301420640000,42,2,0,0
1,1314384960000,42,2,2,3
5,1415396802000,8,24,3,2
4,1409413738000,15,28,2,1
4,1394834648000,12,42,1,3
5,1420227750000,42,2,2,1
3,1358694000000,42,2,2,0
3,1368822600000,40,26,2,2
2,1345836480000,42,2,1,0
4,1411151035000,38,28,2,1
1,1307209560000,42,2,0,2
1,1289575320000,40,15,0,2
2,1317409200000,41,43,0,0
2,1319221800000,17,26,2,2
1,1296931740000,26,17,2,1
2,1320432300000,35,5,0,1
1,1286879700000,41,1,0,3
3,1374268080000,26,40,6,0
6,1449867488000,36,15,0,2
1,1430157919000,26,36,3,0
6,1457724501000,30,41,0,2
1,1296245280000,26,17,2,0
5,1431110683000,42,8,3,1
4,1394828334000,38,17,1,4
4,1388182217000,13,22,1,1
1,1305919320000,41,1,0,0
6,1443214086000,40,26,0,1
5,1429912847000,41,37,1,1
4,1388778192000,12,27,2,0
5,1429909991000,15,25,3,2
4,1385758111000,42,2,0,1
3,1362259740000,17,26,3,0
5,1425673548000,12,35,2,1
4,1398460049000,42,8,4,1
1,1298812560000,42,2,2,1
6,1443813537000,40,26,1,2
1,1296930660000,28,15,1,0
3,1356726540000,26,14,4,1
1,1298665500000,41,1,1,0
1,1288371660000,42,2,0,3
3,1359143940000,30,42,0,4
2,1345403220000,28,38,1,0
5,1423862069000,42,2,0,0
3,1376157420000,26,17,1,2
4,1392420922000,42,2,1,1
2,1334348580000,36,6,1,3
1,1295648820000,40,26,1,1
5,1426280302000,15,22,2,3
5,1414182029000,2,39,4,2
5,1415397924000,41,37,4,1
1,1293911040000,1,42,2,3
1,1295045940000,12,26,2,1
3,1362780480000,2,42,3,0
1,1301686260000,17,41,1,2
1,1288984560000,42,2,1,0
1,1416602417000,7,32,0,1
3,1370635440000,26,14,2,0
1,1298160480000,41,1,1,4
2,1345835640000,42,4,1,0
2,1318618800000,42,2,2,0
1,1416607088000,42,23,2,2
5,1431111658000,15,36,2,2
6,1448046951000,8,28,0,0
5,1437768722000,19,38,2,1
2,1341604440000,34,28,1,1
4,1382735671000,42,2,2,1
1,1301421540000,42,2,2,2
4,1382726783000,28,15,0,1
1,1302284160000,42,2,0,3
1,1307636580000,41,1,0,1
1,1304107920000,42,2,1,1
1,1298805360000,42,2,2,0
3,1371934980000,42,19,0,0
2,1345832940000,36,6,1,1
4,1388181195000,16,20,3,1
3,1377281700000,26,17,1,1
3,1365881280000,15,40,2,0
2,1334341140000,15,22,1,1
2,1334946360000,34,17,1,1
5,1426274689000,17,21,2,2
1,1307208660000,42,2,3,2
3,1366405680000,40,6,0,2
1,1296242460000,34,17,0,6
1,1298138700000,15,19,2,0
2,1334340060000,34,7,0,1
1,1301421600000,42,2,1,3
5,1414782911000,15,28,2,2
3,1368817380000,28,38,1,1
4,1383339434000,2,42,0,0
3,1376165340000,42,2,1,0
4,1399660056000,23,16,1,1
1,1298810820000,42,2,1,1
4,1388170087000,42,2,0,2
3,1376164380000,15,28,1,0
1,1302283260000,41,1,2,0
1,1304711100000,15,36,3,0
4,1394830183000,42,12,0,2
2,1328904000000,42,2,2,2
1,1288984020000,42,2,1,2
1,1304109000000,42,2,1,1
1,1312576440000,42,2,1,0
3,1370634360000,28,13,3,3
4,1394826052000,1,42,3,1
2,1347645600000,15,28,2,1
5,1428087296000,42,5,2,0
1,1301687340000,43,15,1,3
4,1385759105000,42,2,1,1
1,1303488420000,41,1,1,2
1,1298159640000,41,1,2,1
2,1327083300000,41,43,0,1
1,1286728380000,42,2,2,4
1,1289575500000,26,12,1,1
3,1348861920000,42,2,1,1
4,1400873291000,19,39,0,1
3,1362256500000,17,26,2,1
4,1408743274000,37,41,1,3
4,1382723916000,15,28,2,0
1,1302286320000,42,2,1,2
3,1360957860000,13,22,2,1
2,1347643140000,42,2,3,2
2,1340469480000,26,11,2,1
2,1334336400000,41,1,1,1
4,1382729839000,42,2,1,1
3,1372450920000,2,42,0,5
5,1420234831000,42,2,1,1
2,1340993280000,26,8,0,0
1,1288982880000,42,2,0,4
2,1347385800000,41,28,4,0
3,1367266920000,32,7,1,1
2,1336765560000,42,2,1,4
1,1305921000000,41,1,2,0
2,1316203200000,42,2,2,1
1,1302349920000,43,15,1,0
1,1296248940000,42,2,0,3
4,1394822450000,1,42,0,0
2,1316808000000,42,2,1,3
2,1334339820000,42,2,1,2
5,1416151879000,42,4,2,3
2,1345917540000,41,30,0,1
1,1306581960000,43,15,0,1
4,1408125262000,34,28,2,0
1,1304189640000,34,12,0,4
2,1336761720000,42,2,1,1
1,1297453320000,39,4,1,0
4,1408733887000,28,38,0,3
1,1296333000000,15,43,1,2
3,1358692140000,28,15,1,2
3,1358694900000,15,28,1,2
3,1376072400000,15,28,3,0
4,1410032414000,15,28,1,1
1,1311363180000,34,28,2,0
3,1362771900000,40,6,1,1
4,1410026423000,26,17,2,2
4,1400877997000,42,20,1,0
6,1448047899000,36,26,0,1
4,1387570424000,42,2,4,1
1,1308943320000,13,22,1,1
2,1321640100000,42,2,1,0
1,1301419500000,41,1,1,1
4,1395515280000,42,2,1,1
5,1414789509000,41,1,4,2
2,1336247280000,42,2,1,2
3,1365874980000,15,40,2,0
5,1415395824000,19,13,1,2
4,1388785372000,40,6,0,3
2,1318617900000,42,2,1,1
1,1295040900000,39,3,6,2
2,1336845300000,41,43,2,2
4,1388787440000,15,25,2,0
2,1332532800000,42,2,3,1
2,1345405200000,23,42,0,2
4,1389392033000,26,11,1,0
2,1335804900000,26,17,3,2
3,1371841560000,23,16,1,1
3,1362776580000,42,5,2,1
1,1304710260000,34,17,0,2
2,1334344260000,26,11,2,1
1,1298813520000,42,2,1,0
4,1392409830000,42,2,0,0
1,1297887540000,15,23,4,0
4,1391802010000,36,6,0,4
3,1376079060000,42,2,2,2
2,1329504300000,41,43,2,2
1,1288371960000,42,2,3,1
1,1301418660000,41,1,1,3
1,1311361200000,26,17,0,0
2,1338673800000,42,2,1,4
1,1297453380000,39,4,3,4
2,1319222700000,17,38,3,2
1,1305912120000,41,1,2,1
1,1308946680000,10,25,4,3
3,1362263100000,42,2,1,2
5,1414178589000,42,5,3,3
3,1364595480000,2,39,3,2
2,1332525600000,41,43,2,0
1,1303506240000,15,23,1,0
4,1389999177000,17,24,2,0
1,1427491306000,28,10,3,2
4,1400870200000,34,28,2,1
3,1359751380000,15,25,3,1
1,1315597980000,42,2,2,0
1,1294431780000,15,40,1,0
1,1315600740000,42,2,1,0
2,1346442000000,15,36,3,0
4,1383342508000,42,2,0,2
3,1374265860000,28,38,2,0
4,1409422613000,15,28,2,0
4,1410027369000,42,2,3,2
1,1292010600000,42,2,2,0
5,1437758887000,42,2,1,1
1,1294440360000,12,28,1,2
3,1365874020000,38,17,0,3
2,1338054900000,15,28,1,3
4,1395513322000,26,17,2,0
4,1396037269000,2,34,2,1
3,1376166120000,17,26,0,0
1,1315595400000,42,2,2,3
4,1408740398000,28,38,1,1
5,1427490045000,8,27,1,1
1,1298154120000,41,1,1,0
2,1328898600000,42,2,0,1
2,1344023700000,26,11,0,1
2,1345402440000,38,28,0,0
2,1334955480000,32,7,1,1
1,1302294180000,42,2,1,1
3,1359140640000,43,30,0,0
2,1334346660000,8,27,2,3
3,1365877920000,15,40,1,0
3,1360353600000,28,10,0,1
5,1428092457000,23,16,1,0
3,1360351620000,8,27,1,1
6,1446237863000,17,38,0,0
1,1304185320000,26,12,1,0
3,1376161200000,28,15,1,3
1,1295649720000,38,28,3,3
1,1287162000000,42,2,1,1
2,1333734660000,42,23,1,1
4,1392416768000,42,2,0,1
4,1385761110000,42,2,1,0
1,1301090340000,34,2,1,3
2,1336242540000,42,2,0,4
1,1305478860000,41,1,1,1
3,1365879420000,12,42,0,3
4,1403903437000,41,37,1,1
3,1367012280000,41,37,9,0
3,1362266160000,42,2,2,3
1,1300479240000,42,2,0,3
2,1316202300000,42,2,2,1
4,1398454783000,8,42,1,2
1,1307727720000,41,1,1,2
1,1305481380000,41,1,2,1
2,1341599460000,26,33,1,0
3,1356728880000,23,16,2,0
2,1340994180000,2,34,4,0
2,1343415780000,13,22,1,1
1,1288984260000,42,2,0,0
5,1413569240000,42,2,2,2
1,1298670060000,42,2,0,2
1,1302961620000,42,2,2,2
6,1446840613000,15,19,0,2
2,1340477160000,34,7,1,3
1,1307211360000,42,2,0,1
2,1316197800000,42,2,0,1
2,1316799900000,42,2,0,0
3,1367003100000,2,39,1,1
4,1383942131000,26,14,1,0
6,1448050763000,26,17,0,1
4,1394227095000,42,2,0,1
4,1388777253000,42,5,0,2
3,1371844740000,26,14,2,2
2,1333742520000,15,25,3,1
5,1428089364000,38,7,0,3
1,1294429680000,42,12,1,0
4,1388782356000,26,14,0,0
5,1414785095000,17,26,1,2
3,1372525320000,42,2,0,0
4,1394836468000,41,37,2,0
6,1446838321000,15,36,2,1
1,1289574960000,42,2,1,0
3,1375552500000,42,2,2,2
4,1400876662000,28,32,2,1
2,1323457200000,42,2,1,2
2,1330714800000,41,17,1,1
6,1446232894000,41,1,0,3
4,1392407897000,42,2,0,0
3,1374261900000,26,40,1,0
1,1295044020000,29,6,0,5
5,1429908541000,42,5,5,0
3,1379714400000,26,12,0,1
1,1289575260000,23,15,0,2
1,1295034420000,35,5,0,0
4,1411157634000,38,28,1,0
4,1382127142000,2,42,1,1
1,1304186280000,26,12,1,2
3,1377286500000,42,2,2,0
2,1345838640000,15,22,1,0
1,1307637420000,42,2,0,1
1,1291404780000,42,2,0,5
1,1302957600000,42,2,0,0
1,1299411180000,41,1,1,0
2,1347386700000,43,26,0,5
1,1297460700000,2,38,2,1
1,1312570680000,42,2,1,2
2,1327689900000,28,15,0,1
4,1391199033000,38,2,3,2
3,1362168600000,38,28,2,2
2,1335043800000,43,41,0,0
1,1304707020000,42,1,5,1
4,1408128468000,28,34,0,1
4,1408738308000,26,40,2,0
1,1307736180000,26,17,1,3
3,1364595840000,26,14,0,1
4,1430134594000,36,26,2,2
1,1305479760000,41,1,0,2
4,1390593938000,41,1,0,0
1,1296240480000,26,8,3,2
1,1294524840000,42,2,0,2
1,1296929820000,17,26,0,3
3,1366412520000,41,37,7,1
6,1446841375000,26,36,2,0
2,1332528300000,42,2,1,4
6,1448057358000,19,42,1,1
1,1286879760000,41,1,1,1
1,1305480540000,41,1,1,0
4,1409419637000,28,15,2,1
2,1332538200000,42,2,2,3
1,1296927000000,42,2,3,5
1,1314985440000,42,2,2,2
2,1336846200000,41,43,1,1
2,1328896800000,42,2,2,2
5,1426273743000,42,4,0,0
2,1331921700000,8,26,0,3
3,1367261460000,2,39,1,1
2,1335807960000,2,42,0,1
4,1391800019000,19,16,2,1
5,1427486699000,17,21,0,2
2,1345235400000,38,7,0,3
3,1365876900000,17,38,3,0
1,1303506180000,15,28,1,0
1,1298132400000,15,19,3,0
2,1320435000000,35,5,3,3
5,1414176297000,26,14,0,1
6,1448053925000,19,42,1,1
1,1307213040000,42,2,1,1
1,1310843160000,34,2,1,0
2,1336767780000,42,2,3,1
1,1288372020000,42,2,1,1
5,1425674808000,42,9,1,2
4,1383940166000,42,5,3,2
1,1307303280000,42,2,0,3
3,1362777660000,17,24,3,1
3,1370632260000,42,5,1,1
2,1344624960000,17,32,4,2
5,1414180628000,17,24,1,1
4,1382728712000,17,26,2,1
2,1335815520000,42,2,0,3
2,1345233300000,12,27,0,2
5,1429900562000,26,14,1,1
3,1372447920000,28,15,0,2
5,1431108124000,41,1,3,0
2,1318622400000,42,2,1,3
2,1338673740000,42,2,0,3
3,1377290520000,42,2,3,1
1,1304093760000,34,2,2,0
1,1301680500000,41,1,2,1
4,1391803093000,42,4,0,2
1,1298162160000,41,1,0,0
1,1304705160000,43,15,1,2
4,1395516298000,15,28,2,3
3,1376071440000,42,2,1,2
3,1360967400000,37,41,0,6
1,1293822480000,42,2,1,3
4,1382131140000,42,2,3,0
1,1297883520000,2,38,3,0
5,1432324800000,42,2,1,2
1,1299416100000,43,1,0,0
